dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.79247,0.49124,0.74546,3,1,2,2,1,0.14888,0.0967,0.005
0.17788,0.38328,0.1979,2,2,1,1,1,0.03638,0.7677,0.268
0.059708,0.45728,0.1229,2,1,3,1,3,0.10662,0.0153,0.327
0.35351,0.37977,0.24021,1,2,3,2,2,0.40518,0.0351,0.132
0.74031,0.40293,0.81883,2,3,2,2,3,0.025461,0.0802,0.386
0.95137,0.68962,0.72334,2,2,3,3,1,0.40407,0.001,0.135
0.6907,0.82963,0.40875,2,3,2,1,1,0.21612,0.0494,0.5
0.62864,0.37569,0.42089,3,2,2,2,2,0.065504,0.0846,0.158
0.94152,0.47511,0.96552,1,1,3,3,3,0.42862,0.0021,0.001
0.88732,0.80689,0.22605,2,1,2,3,1,0.49132,0.0747,0.002
0.43846,0.39668,0.61507,1,1,3,3,3,0.20429,0.2914,0.001
0.39062,0.74333,0.11987,1,1,1,3,2,0.076165,0.9998,0.004
0.38997,0.51357,0.85712,3,1,1,2,2,0.11151,0.9998,0.002
0.054692,0.43635,0.32806,2,1,2,2,2,0.44998,0.9998,0.002
0.21382,0.72595,0.81316,3,2,2,2,1,0.31946,0.9998,0.053
0.89314,0.71348,0.224,2,2,1,2,3,0.13974,0.3222,0.185
0.28677,0.86689,0.57967,3,1,2,2,1,0.16771,0.9998,0.004
0.23145,0.32347,0.17307,2,3,2,1,3,0.42461,0.0274,0.433
0.42445,0.57777,0.095615,3,3,3,2,3,0.39071,0.0208,0.49
0.4693,0.7662,0.71942,1,2,1,2,1,0.23469,0.9998,0.068
0.84595,0.62022,0.99811,3,1,1,2,2,0.068929,0.9998,0.002
0.78683,0.7433,0.5769,3,1,2,3,3,0.15257,0.7644,0.001
0.32335,0.70747,0.33261,3,2,2,3,2,0.10284,0.9998,0.047
0.48309,0.74195,0.49508,2,1,3,3,1,0.32366,0.3409,0.001
0.66789,0.88876,0.92211,2,3,1,3,3,0.34577,0.9998,0.076
0.083499,0.94856,0.34668,3,1,2,3,2,0.42248,0.9998,0.001
0.52791,0.96796,0.31205,1,2,3,2,3,0.28706,0.0219,0.352
0.2294,0.86618,0.68782,3,2,2,1,3,0.28959,0.0714,0.5
0.46299,0.68346,0.0814,3,3,1,3,3,0.19144,0.9998,0.164
0.58176,0.77272,0.20702,3,2,1,1,3,0.34244,0.1176,0.471
0.032448,0.85225,0.17815,1,2,3,2,3,0.20535,0.1044,0.286
0.38967,0.42931,0.28114,1,1,3,3,1,0.48207,0.2914,0.001
0.36612,0.99007,0.11386,2,2,2,2,1,0.4365,0.1231,0.261
0.081578,0.50026,0.73641,2,2,2,2,2,0.19465,0.9998,0.048
0.060506,0.37596,0.89721,2,3,1,1,1,0.37402,0.9998,0.113
0.37827,0.80644,0.91631,3,3,2,2,2,0.28527,0.8557,0.155
0.20771,0.7627,0.81192,3,1,2,3,2,0.063024,0.9998,0.001
0.12622,0.53629,0.86138,3,3,3,1,2,0.22659,0.045,0.5
0.21802,0.32546,0.43448,3,1,3,1,2,0.17718,0.0153,0.114
0.22515,0.34224,0.73094,3,3,3,3,2,0.0068296,0.9734,0.122
0.89914,0.94438,0.64584,3,3,1,1,3,0.36069,0.1143,0.5
0.38853,0.90601,0.42663,3,2,3,3,2,0.098222,0.2859,0.085
0.37362,0.59471,0.34099,1,3,3,3,2,0.26377,0.2408,0.123
0.43589,0.75196,0.21535,1,3,1,3,3,0.42691,0.9998,0.096
0.22466,0.81679,0.16577,2,2,2,3,2,0.35536,0.9998,0.049
0.80031,0.81378,0.53761,3,2,1,2,2,0.023921,0.9998,0.192
0.0027334,0.92157,0.54084,2,2,1,2,1,0.26335,0.9998,0.088
0.82463,0.44441,0.95929,3,1,1,1,1,0.16407,0.1143,0.051
0.60961,0.65149,0.48303,3,3,2,3,3,0.038569,0.9998,0.151
0.94215,0.98085,0.90914,3,2,2,1,3,0.076832,0.0021,0.5
0.62181,0.40633,0.85326,1,2,1,1,3,0.4724,0.6181,0.09
0.5589,0.89852,0.46616,1,3,1,1,2,0.26003,0.3959,0.5
0.80449,0.94482,0.92478,3,3,2,3,3,0.47758,0.6588,0.081
0.48491,0.57998,0.17601,2,2,2,3,1,0.46043,0.9998,0.027
0.61647,0.42709,0.66917,3,3,3,2,1,0.22195,0.0164,0.32
0.12794,0.7247,0.44706,1,3,1,2,3,0.013862,0.9998,0.414
0.19974,0.61932,0.7431,3,1,3,1,2,0.046044,0.0219,0.241
0.34496,0.97738,0.97408,2,2,2,1,1,0.27574,0.0626,0.5
0.52804,0.7466,0.60478,1,1,1,2,1,0.49408,0.9998,0.002
0.98193,0.32692,0.83136,3,3,2,3,1,0.062947,0.001,0.348
0.95167,0.63521,0.90241,2,3,2,2,3,0.23349,0.0032,0.5
0.66194,0.41893,0.47568,1,2,3,2,3,0.2347,0.0087,0.226
0.65138,0.98308,0.070002,3,1,1,2,1,0.0069758,0.9998,0.128
0.1857,0.96424,0.16163,2,1,2,3,2,0.35788,0.9998,0.001
0.84766,0.32067,0.15199,3,1,2,1,2,0.33844,0.001,0.336
0.92296,0.5806,0.21401,2,2,2,1,2,0.15105,0.001,0.5
0.28735,0.99276,0.95647,2,1,3,1,1,0.36126,0.0164,0.193
0.33557,0.41645,0.6622,1,1,1,3,1,0.22109,0.9998,0.001
0.49086,0.31686,0.45798,2,2,1,2,3,0.052933,0.9998,0.058
0.67559,0.45223,0.83136,1,1,3,1,1,0.27389,0.0021,0.206
0.056191,0.74341,0.44699,3,1,3,1,1,0.36411,0.0263,0.175
0.77886,0.80351,0.50577,2,1,2,2,2,0.36274,0.0538,0.012
0.70321,0.62686,0.234,3,3,1,1,3,0.026636,0.8381,0.5
0.38988,0.6185,0.40107,3,2,2,2,2,0.34442,0.3926,0.084
0.41924,0.84911,0.83216,3,1,1,3,1,0.065699,0.9998,0.001
0.80625,0.48974,0.47701,1,2,3,3,1,0.05932,0.0109,0.136
0.37018,0.89023,0.94613,3,3,1,3,2,0.26745,0.9998,0.081
0.70402,0.53237,0.54786,2,2,2,2,1,0.23181,0.056,0.143
0.083926,0.58898,0.3878,2,3,1,1,2,0.30448,0.9998,0.24
0.48551,0.69333,0.81977,2,2,2,3,2,0.1283,0.9998,0.025
0.58154,0.89776,0.45356,2,2,2,1,2,0.30161,0.0274,0.5
0.81501,0.86176,0.62824,1,2,3,2,1,0.038403,0.0043,0.4
0.71047,0.92298,0.09387,1,3,1,1,1,0.048315,0.9789,0.5
0.49805,0.90881,0.56204,3,3,1,2,3,0.0933,0.9998,0.28
0.53189,0.6128,0.012064,3,1,1,1,2,0.38194,0.0164,0.5
0.26036,0.69758,0.54328,3,3,1,3,3,0.48989,0.9998,0.061
0.25977,0.41583,0.008177,3,3,2,3,1,0.20248,0.0703,0.384
0.44331,0.6241,0.15742,2,2,3,2,1,0.15418,0.0208,0.361
0.47906,0.41581,0.6048,2,1,2,3,3,0.047667,0.9998,0.001
0.3311,0.32435,0.9905,3,3,1,3,3,0.045147,0.9998,0.056
0.87727,0.8214,0.045517,3,1,1,3,2,0.16118,0.9998,0.012
0.4513,0.63226,0.46367,1,2,3,3,2,0.26499,0.2551,0.039
0.56257,0.4638,0.7833,3,1,1,3,1,0.33526,0.9998,0.001
0.10308,0.93122,0.16055,3,2,1,1,2,0.44118,0.7996,0.283
0.96123,0.49405,0.56357,3,1,3,2,3,0.27428,0.001,0.027
0.838,0.7631,0.29305,1,2,3,2,3,0.10997,0.0021,0.466
0.19002,0.45597,0.16623,3,2,1,1,2,0.4753,0.9822,0.115
0.93228,0.76621,0.80823,2,3,1,2,2,0.20276,0.9998,0.164
0.75684,0.85682,0.89705,1,3,3,1,3,0.19512,0.0131,0.5
0.44952,0.57587,0.79569,1,2,2,1,2,0.35654,0.023,0.462
0.24518,0.84148,0.073735,3,1,3,1,2,0.3559,0.0076,0.483
0.30962,0.86928,0.90165,1,3,2,3,3,0.18185,0.9998,0.096
0.37012,0.36797,0.06212,1,2,2,3,3,0.27475,0.4201,0.055
0.53042,0.44068,0.37076,2,3,1,1,3,0.41963,0.2716,0.253
0.76135,0.5855,0.23422,1,1,3,1,1,0.22162,0.001,0.41
0.41993,0.66603,0.26631,3,1,3,1,3,0.19766,0.0054,0.35
0.84573,0.75843,0.82405,3,2,2,3,3,0.080943,0.3057,0.053
0.2653,0.94803,0.67346,3,2,3,2,3,0.24303,0.1044,0.198
0.1962,0.64647,0.0034658,2,1,2,1,1,0.40533,0.0131,0.5
0.36776,0.59507,0.74705,2,1,1,3,3,0.12409,0.9998,0.001
0.65839,0.63133,0.16309,3,1,1,3,2,0.27215,0.9998,0.001
0.68211,0.99666,0.78405,1,1,2,2,3,0.49397,0.4872,0.003
0.72404,0.41675,0.82534,2,2,3,1,3,0.20183,0.0021,0.5
0.91024,0.83482,0.6426,3,3,3,3,2,0.45015,0.0032,0.343
0.70827,0.5014,0.12553,3,2,3,1,3,0.27483,0.0032,0.5
0.69819,0.34256,0.75185,3,2,2,3,3,0.12176,0.9998,0.012
0.45968,0.66961,0.32822,1,1,3,1,2,0.092451,0.0054,0.363
0.8174,0.44998,0.86161,1,1,1,1,3,0.12622,0.0901,0.069
0.73842,0.31522,0.98139,3,2,2,3,3,0.20384,0.9998,0.008
0.4204,0.70281,0.5076,3,2,2,3,1,0.18824,0.9998,0.027
0.27552,0.4862,0.90105,3,2,2,2,1,0.37326,0.9998,0.03
0.9652,0.95822,0.28937,2,3,1,1,1,0.45935,0.0329,0.5
0.72889,0.90722,0.44747,3,2,2,3,3,0.12591,0.6478,0.058
0.87831,0.97342,0.04333,3,2,1,3,1,0.34052,0.5081,0.144
0.43967,0.63355,0.047213,3,1,3,3,2,0.15111,0.0296,0.037
0.98867,0.54409,0.15061,2,2,2,2,3,0.071711,0.001,0.5
0.68078,0.37494,0.47226,1,1,3,1,1,0.19141,0.001,0.288
0.3498,0.49108,0.63213,3,1,3,3,2,0.22258,0.4652,0.001
0.37372,0.97948,0.5997,3,1,3,2,1,0.27548,0.1121,0.011
0.023875,0.71562,0.1898,2,2,2,2,2,0.33296,0.7226,0.105
0.43706,0.72379,0.82087,1,3,3,3,3,0.184,0.419,0.11
0.90727,0.31358,0.99593,1,2,1,3,2,0.19187,0.9998,0.008
0.62978,0.90595,0.21776,2,1,2,2,3,0.26566,0.0714,0.032
0.61429,0.98204,0.47073,3,3,3,2,2,0.24286,0.0296,0.5
0.092869,0.8086,0.85445,1,3,1,1,3,0.11978,0.9998,0.438
0.81569,0.7358,0.68874,1,2,3,1,1,0.065965,0.0021,0.5
0.4507,0.30527,0.67854,2,2,3,1,2,0.2451,0.0054,0.472
0.72481,0.36594,0.25878,2,1,1,3,2,0.40633,0.9998,0.001
0.022934,0.70334,0.35048,2,3,2,1,3,0.15621,0.2232,0.5
0.50102,0.78064,0.5978,3,1,3,1,2,0.44323,0.0043,0.25
0.1569,0.6597,0.94511,1,3,2,2,3,0.28479,0.9998,0.123
0.14886,0.3416,0.93994,1,1,2,3,1,0.24909,0.9998,0.001
0.69912,0.5714,0.060202,3,2,1,1,2,0.46877,0.0307,0.5
0.38517,0.43446,0.45173,3,1,2,3,3,0.26783,0.9998,0.001
0.74061,0.78272,0.2348,1,3,1,1,2,0.29845,0.1715,0.5
0.88162,0.46433,0.22013,2,1,1,3,1,0.16452,0.9998,0.001
0.26846,0.84411,0.04958,2,3,3,2,2,0.41761,0.0472,0.5
0.055485,0.41884,0.6718,1,2,3,1,3,0.23837,0.0263,0.402
0.11242,0.84997,0.6722,2,1,3,1,2,0.23499,0.0263,0.199
0.47446,0.74979,0.10578,2,2,2,3,1,0.0085534,0.6225,0.219
0.4845,0.52305,0.47342,1,1,1,2,2,0.2284,0.9998,0.002
0.007238,0.7356,0.75842,1,2,1,2,1,0.49536,0.9998,0.045
0.7111,0.49352,0.129,3,2,3,3,3,0.22269,0.0098,0.187
0.73126,0.48244,0.71024,2,3,3,1,3,0.43867,0.0043,0.5
0.65725,0.83545,0.01845,1,1,2,3,2,0.24098,0.0131,0.14
0.25362,0.92092,0.15184,3,3,1,3,2,0.22846,0.9998,0.162
0.55544,0.96796,0.077386,2,1,1,1,3,0.46163,0.0527,0.319
0.86307,0.5225,0.5797,3,1,3,1,3,0.1713,0.001,0.306
0.49088,0.86321,0.38116,3,3,2,3,2,0.0096748,0.9998,0.296
0.0811,0.57263,0.8788,3,1,3,1,3,0.15381,0.0318,0.131
0.73089,0.87372,0.058508,1,1,2,2,2,0.27554,0.0065,0.169
0.32998,0.66281,0.27158,2,1,3,1,3,0.10739,0.0087,0.357
0.2615,0.55008,0.1307,2,2,2,2,1,0.27622,0.2056,0.145
0.95167,0.38033,0.7599,3,3,1,2,3,0.42983,0.4146,0.083
0.98561,0.87726,0.84055,3,1,3,2,2,0.30873,0.001,0.022
0.66824,0.49298,0.86367,3,1,1,2,1,0.35592,0.9998,0.001
0.016782,0.56052,0.97352,3,3,3,3,2,0.28872,0.9998,0.048
0.23729,0.59703,0.55769,1,1,2,2,2,0.17075,0.9998,0.003
0.63087,0.33968,0.60295,1,1,1,1,3,0.36401,0.9998,0.01
0.78828,0.73523,0.38178,2,2,1,2,3,0.16969,0.9998,0.101
0.3911,0.64853,0.94526,1,3,2,1,1,0.3816,0.0483,0.5
0.54386,0.88319,0.095893,1,2,3,2,3,0.32936,0.012,0.477
0.20136,0.36843,0.0056109,2,3,3,1,3,0.14358,0.0307,0.5
0.0060056,0.52304,0.55385,2,3,3,1,2,0.36741,0.0395,0.5
0.1239,0.81798,0.42202,1,2,1,3,1,0.10614,0.9998,0.046
0.51115,0.39864,0.71873,3,1,1,3,3,0.16605,0.9998,0.001
0.071913,0.67799,0.36964,3,2,2,1,1,0.25055,0.0725,0.465
0.70173,0.55623,0.96824,2,2,1,3,2,0.027171,0.9998,0.033
0.5609,0.91322,0.97543,1,3,2,3,1,0.22104,0.9998,0.082
0.038995,0.42116,0.67217,3,1,3,3,1,0.070921,0.9998,0.001
0.17029,0.83536,0.4521,1,3,1,1,2,0.19102,0.9998,0.401
0.52002,0.36592,0.47029,2,2,3,3,1,0.4368,0.2089,0.017
0.77854,0.73521,0.6602,2,3,1,2,3,0.49688,0.9998,0.118
0.61789,0.93005,0.37846,2,2,3,2,1,0.40871,0.012,0.327
0.87526,0.39093,0.60553,2,1,1,1,3,0.19864,0.0131,0.126
0.085184,0.46332,0.63167,2,2,1,2,2,0.083328,0.9998,0.065
0.1961,0.77776,0.3106,2,1,1,1,2,0.49987,0.9998,0.038
0.4209,0.48899,0.82189,1,2,3,1,3,0.042975,0.0197,0.5
0.53094,0.72553,0.22907,2,1,2,2,1,0.32461,0.2287,0.012
0.28497,0.44061,0.73335,3,3,1,2,2,0.41566,0.9998,0.07
0.53906,0.84528,0.58787,1,1,2,3,2,0.19924,0.9998,0.001
0.4549,0.75956,0.9432,1,3,3,2,2,0.15914,0.0659,0.385
0.91037,0.64355,0.10698,1,2,1,1,2,0.30148,0.0164,0.5
0.53371,0.46165,0.59772,2,1,1,3,2,0.29013,0.9998,0.001
0.84497,0.6969,0.27051,1,3,3,3,3,0.36212,0.0054,0.38
0.28272,0.32941,0.86014,2,3,2,1,2,0.38798,0.0483,0.307
0.1236,0.40403,0.67166,2,1,3,1,1,0.35158,0.0296,0.067
0.93297,0.66563,0.75849,3,1,2,2,1,0.19786,0.0032,0.021
0.98605,0.83048,0.45174,3,1,1,1,3,0.10325,0.001,0.36
0.13419,0.57284,0.89583,1,2,1,2,3,0.26558,0.9998,0.046
0.26785,0.94149,0.96998,3,2,1,3,3,0.08531,0.9998,0.039
0.98509,0.94325,0.53438,2,3,1,1,2,0.40877,0.0208,0.5
0.40826,0.30929,0.70281,1,1,3,3,3,0.035129,0.43,0.001
0.59483,0.72852,0.41251,2,2,2,1,2,0.21315,0.0241,0.5
0.46201,0.92447,0.23765,1,2,2,2,2,0.29937,0.1506,0.221
0.55026,0.73582,0.37693,1,3,3,1,2,0.32009,0.0219,0.5
0.099499,0.61296,0.57739,2,1,1,3,3,0.41383,0.9998,0.001
0.97088,0.57757,0.71833,1,2,1,2,1,0.018903,0.0923,0.264
0.37999,0.59973,0.51645,2,2,2,3,1,0.47502,0.9998,0.015
0.16889,0.78633,0.61943,2,3,3,1,1,0.037443,0.1671,0.5
0.84691,0.45886,0.56535,1,3,2,1,3,0.066741,0.0186,0.5
0.69599,0.3235,0.6315,3,1,1,2,2,0.2026,0.9998,0.001
0.34137,0.40501,0.44848,3,1,1,3,3,0.32285,0.9998,0.001
0.16025,0.54319,0.44382,1,3,1,1,1,0.4002,0.9998,0.179
0.88947,0.47481,0.11885,1,3,1,3,2,0.34067,0.9998,0.078
0.51433,0.46055,0.3307,2,3,1,1,1,0.28476,0.2606,0.288
0.44322,0.45881,0.19863,1,2,1,1,1,0.13327,0.2331,0.306
0.59595,0.31118,0.85698,3,1,3,1,3,0.38564,0.0032,0.106
0.34332,0.34356,0.44488,1,3,1,2,2,0.13863,0.9998,0.095
0.62877,0.40939,0.49491,3,1,1,3,3,0.13513,0.9998,0.001
0.012146,0.60355,0.52773,3,3,2,1,3,0.37478,0.1044,0.474
0.37344,0.60631,0.99543,1,3,1,2,2,0.46909,0.9998,0.087
0.8455,0.87933,0.2926,1,2,2,1,1,0.17636,0.0065,0.5
0.26774,0.44976,0.79525,2,1,1,3,3,0.48652,0.9998,0.001
0.098764,0.77332,0.12917,1,3,3,1,3,0.47116,0.0549,0.5
0.25476,0.56175,0.51783,3,2,3,1,3,0.067355,0.0318,0.5
0.04645,0.34726,0.26983,2,2,3,3,1,0.47569,0.9998,0.011
0.8323,0.65033,0.70478,2,1,2,2,2,0.040082,0.034,0.019
0.74099,0.40775,0.80622,3,3,3,3,1,0.25384,0.0395,0.109
0.15921,0.3918,0.59771,1,2,2,1,1,0.34918,0.067,0.226
0.97157,0.81142,0.70864,2,3,2,2,1,0.46048,0.001,0.5
0.76677,0.36281,0.85931,2,1,2,3,1,0.35,0.3288,0.001
0.54429,0.41755,0.28804,3,3,2,2,2,0.37199,0.1066,0.187
0.56888,0.4746,0.40625,1,2,1,1,3,0.081449,0.2232,0.36
0.087366,0.38346,0.070647,3,2,3,3,1,0.3269,0.1594,0.066
0.020034,0.37439,0.087839,2,3,3,1,3,0.11352,0.0483,0.5
0.3643,0.46609,0.077587,2,1,3,1,1,0.10859,0.0054,0.472
0.63005,0.54058,0.61298,2,2,3,2,1,0.45699,0.012,0.177
0.4582,0.8725,0.62174,2,1,1,1,3,0.054392,0.9998,0.098
0.66518,0.30918,0.30511,1,2,3,2,1,0.49071,0.0054,0.163
0.59199,0.49586,0.24852,1,1,3,1,2,0.26471,0.0021,0.342
0.70146,0.41042,0.43066,2,2,3,3,3,0.45698,0.0373,0.041
0.94853,0.30618,0.30069,3,2,3,2,1,0.49227,0.001,0.269
0.89643,0.56693,0.11368,3,3,3,2,2,0.32188,0.001,0.5
0.48206,0.78507,0.5927,1,2,3,1,2,0.0066689,0.0483,0.5
0.37378,0.30173,0.8368,2,2,1,2,1,0.005818,0.9998,0.093
0.49672,0.68804,0.036702,1,1,1,1,2,0.12625,0.0439,0.47
0.45796,0.6691,0.57673,1,1,1,1,1,0.057558,0.9998,0.069
0.99658,0.74569,0.6015,1,3,1,1,3,0.34833,0.0043,0.5
0.052987,0.93859,0.59611,2,3,3,3,1,0.29668,0.9998,0.089
0.01588,0.39944,0.022785,2,2,1,2,2,0.30025,0.9998,0.111
0.28529,0.60476,0.40931,2,1,2,3,3,0.40379,0.9998,0.001
0.54569,0.78139,0.57696,2,3,2,1,1,0.039358,0.2045,0.5
0.14153,0.44487,0.76074,1,1,3,3,1,0.10247,0.9921,0.001
0.8723,0.81147,0.97279,3,3,2,1,2,0.38675,0.012,0.5
0.62726,0.36669,0.92645,1,3,1,3,3,0.24068,0.9998,0.034
0.23767,0.67205,0.92192,3,1,2,2,1,0.22167,0.9998,0.002
0.60658,0.70029,0.49072,2,1,3,3,2,0.091036,0.2485,0.001
0.73339,0.6591,0.86604,2,1,2,1,1,0.059864,0.0054,0.27
0.87553,0.34405,0.51651,3,1,2,3,2,0.21246,0.1077,0.001
0.72726,0.30722,0.88173,2,2,1,2,2,0.24475,0.9998,0.023
0.12934,0.46266,0.17467,3,1,1,2,1,0.19994,0.9998,0.005
0.95715,0.51574,0.39526,1,1,2,3,2,0.20522,0.0098,0.002
0.84512,0.81172,0.82471,1,3,2,1,1,0.2594,0.0175,0.5
0.77798,0.67479,0.74172,2,3,1,3,3,0.0845,0.9998,0.105
0.35283,0.5279,0.62255,3,3,1,1,2,0.21993,0.9998,0.231
0.2237,0.78232,0.27412,1,2,2,3,3,0.18002,0.9998,0.048
0.88003,0.74488,0.45361,1,1,3,3,1,0.16143,0.0065,0.003
0.4102,0.70897,0.39029,2,3,1,2,1,0.3979,0.9998,0.126
0.057837,0.33728,0.066243,1,1,3,3,2,0.4913,0.6423,0.001
0.12556,0.7278,0.94456,1,2,3,1,1,0.11655,0.0428,0.5
0.41082,0.839,0.53316,1,2,2,2,1,0.41836,0.4696,0.086
0.44436,0.93508,0.13422,1,1,2,1,3,0.12071,0.0153,0.458
0.19584,0.84594,0.68984,2,1,2,3,3,0.23131,0.9998,0.001
0.077409,0.68445,0.82875,2,2,1,2,3,0.46154,0.9998,0.045
0.52119,0.67447,0.41411,3,1,1,2,1,0.45966,0.9998,0.002
0.96761,0.3384,0.43997,3,3,3,1,2,0.38767,0.001,0.5
0.079564,0.80077,0.30039,3,3,2,2,3,0.081087,0.9998,0.296
0.71226,0.48137,0.77494,3,2,3,1,2,0.19241,0.0032,0.5
0.064555,0.88911,0.042185,1,3,2,1,1,0.20598,0.2221,0.5
0.88691,0.8124,0.16592,1,2,2,2,2,0.14009,0.0043,0.5
0.34764,0.59151,0.27947,3,3,3,1,2,0.22792,0.0329,0.5
0.49455,0.67888,0.7677,1,2,3,1,3,0.0834,0.0175,0.5
0.20989,0.8411,0.74814,2,3,1,1,3,0.21383,0.9998,0.378
0.70567,0.84168,0.69584,3,2,1,3,1,0.17503,0.9998,0.029
0.002885,0.97982,0.20331,2,3,2,2,2,0.38669,0.8139,0.235
0.31848,0.75824,0.40215,2,1,1,2,2,0.055404,0.9998,0.009
0.66911,0.99755,0.27979,3,2,1,3,3,0.4554,0.9998,0.042
0.34874,0.64549,0.70744,2,1,2,2,2,0.030482,0.9998,0.006
0.23555,0.46233,0.31802,3,2,2,3,3,0.39099,0.9998,0.017
0.15108,0.76992,0.93549,2,3,3,1,1,0.027804,0.1946,0.5
0.99905,0.33084,0.44233,2,3,3,2,1,0.1515,0.001,0.5
0.8521,0.66789,0.18246,1,2,2,1,1,0.38236,0.0032,0.5
0.23096,0.55562,0.061115,2,2,1,1,1,0.27189,0.1913,0.373
0.54016,0.73473,0.25046,2,3,1,3,2,0.36118,0.9998,0.093
0.54267,0.32008,0.55892,2,1,2,2,2,0.47709,0.9855,0.001
0.97473,0.39165,0.66903,2,3,2,3,1,0.17059,0.0021,0.294
0.15207,0.67113,0.93412,3,2,2,2,1,0.45745,0.9998,0.039
0.62284,0.65875,0.65791,3,1,3,1,2,0.12711,0.0032,0.29
0.67446,0.86239,0.85584,3,2,1,3,1,0.058618,0.9998,0.041
0.98438,0.82349,0.51049,2,3,3,2,2,0.32507,0.001,0.5
0.48479,0.34219,0.52685,1,3,3,2,2,0.21362,0.0307,0.248
0.22277,0.33674,0.038802,3,2,1,3,1,0.34329,0.9998,0.039
0.57079,0.31738,0.37213,3,3,3,3,3,0.34852,0.0857,0.083
0.08009,0.65502,0.28889,2,2,2,3,1,0.44498,0.9998,0.024
0.21262,0.36408,0.588,3,1,1,3,1,0.0044715,0.9998,0.001
0.071756,0.38996,0.52972,2,1,1,1,2,0.16711,0.9998,0.02
0.85349,0.80357,0.95142,1,3,1,2,3,0.49169,0.9998,0.119
0.78519,0.35118,0.3124,1,2,3,2,3,0.27895,0.0021,0.306
0.3856,0.71237,0.4483,3,1,1,3,1,0.07316,0.9998,0.001
0.93495,0.75772,0.44307,3,2,3,1,1,0.17462,0.001,0.5
0.20328,0.63792,0.54737,1,1,1,3,2,0.39782,0.9998,0.001
0.94458,0.87973,0.89278,1,1,2,2,1,0.45208,0.0021,0.018
0.097021,0.67448,0.77113,2,2,1,3,2,0.46898,0.9998,0.014
0.26911,0.77386,0.078527,1,3,2,3,2,0.0019704,0.9998,0.5
0.011648,0.82339,0.28381,3,2,1,1,3,0.2906,0.9998,0.253
0.66378,0.88224,0.72299,2,2,3,2,3,0.16496,0.0142,0.323
0.85188,0.57611,0.024621,1,2,2,2,1,0.31982,0.0032,0.5
0.27563,0.79403,0.11029,2,3,1,1,1,0.058618,0.9998,0.5
0.41254,0.81565,0.98407,2,1,1,2,1,0.45658,0.9998,0.001
0.8944,0.44596,0.89684,3,1,1,3,1,0.35894,0.9998,0.001
0.94627,0.88945,0.67448,2,2,1,3,3,0.020616,0.9998,0.075
0.3391,0.45396,0.78973,3,2,3,1,1,0.48676,0.0098,0.413
0.95804,0.64306,0.44407,1,1,2,2,3,0.038917,0.001,0.042
0.7657,0.95341,0.2569,2,2,2,3,2,0.31268,0.1671,0.091
0.48756,0.52033,0.091432,3,1,3,1,2,0.2252,0.0032,0.455
0.098198,0.96989,0.11084,3,1,3,1,3,0.038004,0.0241,0.5
0.82219,0.78862,0.88869,1,1,3,1,1,0.32896,0.001,0.268
0.11667,0.4047,0.62991,2,2,3,1,3,0.0051074,0.0802,0.5
0.67414,0.9105,0.93019,3,3,1,2,1,0.21144,0.9998,0.172
0.30066,0.75451,0.20996,1,1,3,1,3,0.16542,0.0098,0.376
0.79158,0.52482,0.24209,2,1,3,2,2,0.02657,0.0032,0.068
0.81813,0.68692,0.76582,1,3,2,1,2,0.4978,0.0109,0.5
0.74994,0.95599,0.70351,2,2,2,3,1,0.06977,0.9998,0.048
0.12952,0.96631,0.02142,3,2,1,1,2,0.1875,0.5191,0.5
0.82166,0.4028,0.71613,3,2,1,3,2,0.36621,0.9998,0.009
0.84499,0.31705,0.47287,1,1,3,2,2,0.45784,0.001,0.018
0.74288,0.7404,0.68648,3,2,3,3,1,0.48078,0.0362,0.056
0.86875,0.45076,0.29435,1,2,2,1,1,0.30364,0.0021,0.5
0.30653,0.47109,0.059159,1,3,3,2,3,0.27715,0.0263,0.479
0.68091,0.92333,0.52648,3,1,3,2,3,0.22482,0.0131,0.026
0.66232,0.32386,0.87858,3,3,1,1,2,0.47572,0.3277,0.14
0.40716,0.32118,0.95892,2,1,1,3,3,0.15913,0.9998,0.001
0.63223,0.80415,0.46354,2,3,1,3,2,0.40589,0.9998,0.078
0.64745,0.90396,0.78985,2,3,3,1,2,0.059726,0.0461,0.5
0.35416,0.94952,0.67019,3,1,2,1,1,0.21848,0.0395,0.199
0.34963,0.76548,0.94127,2,3,1,3,3,0.23899,0.9998,0.075
0.36611,0.40692,0.14353,1,3,2,2,1,0.29244,0.1429,0.197
0.95847,0.79827,0.84295,1,2,2,3,3,0.19882,0.0076,0.117
0.57489,0.84042,0.15827,1,1,2,2,1,0.17158,0.0703,0.047
0.65029,0.3569,0.23766,1,1,2,2,1,0.08171,0.0945,0.013
0.53034,0.34289,0.89361,3,3,2,3,2,0.033421,0.9998,0.066
0.16001,0.68478,0.54186,1,1,3,3,3,0.44454,0.87,0.001
0.22415,0.36692,0.19714,2,2,1,3,2,0.37026,0.9998,0.018
0.53529,0.97224,0.2022,1,2,2,1,2,0.45355,0.0285,0.5
0.07433,0.44161,0.81997,1,2,1,1,1,0.095003,0.9998,0.153
0.65835,0.40147,0.22546,2,1,3,1,2,0.036447,0.0021,0.42
0.626,0.94215,0.983,3,2,2,3,2,0.29799,0.9998,0.023
